,date,day,contest_number,word,results_count,hard_count,hard_rate,try_1,try_2,try_3,try_4,try_5,try_6,try_fail,success_rate,total,mean_tries,repeat_letters,rare_letters,vowels,freq_score,sd_tries,word_freq
172,2022-07-01,Friday,377,pinto,47248,3792,0.0802573653911276,0,5,25,41,22,6,1,99,100,3.98989898989899,0,0,2,504,0.9586917590064381,1108872
173,2022-07-02,Saturday,378,egret,41765,3515,0.0841613791452172,0,3,14,33,33,15,2,98,100,4.438775510204081,1,0,2,672,1.0108223216425636,394773
174,2022-07-03,Sunday,379,lilac,40486,3461,0.0854863409573679,0,2,17,38,29,12,1,98,99,4.326530612244898,1,0,2,549,0.9665371621399688,1738684
175,2022-07-04,Monday,380,sever,42645,3591,0.0842068237776996,0,2,13,27,29,21,7,92,99,4.586956521739131,1,0,2,603,1.0545158987508612,686306
176,2022-07-05,Tuesday,381,field,44578,3604,0.0808470546009242,1,6,25,36,23,9,1,100,101,4.01,0,0,2,478,1.0816191566350886,135289140
177,2022-07-06,Wednesday,382,fluff,47344,4049,0.0855229807367353,0,0,4,25,44,23,4,96,100,4.895833333333333,2,0,1,273,0.8098246552323671,814535
178,2022-07-07,Thursday,383,agape,43407,3671,0.0845716128734996,0,2,18,36,27,15,3,98,101,4.357142857142857,1,0,3,607,1.0126747770541304,414471
179,2022-07-08,Friday,384,voice,42806,3484,0.0813904592814091,1,5,24,35,25,9,1,99,100,4.0606060606060606,0,0,3,507,1.0713739108887084,64600528
180,2022-07-09,Saturday,385,stead,47094,3933,0.0835138234169958,1,6,20,27,28,16,3,98,101,4.255102040816326,0,0,2,604,1.189333756985834,724786
181,2022-07-10,Sunday,386,berth,41785,3494,0.0836185233935622,0,7,24,35,24,9,1,99,100,4.040404040404041,0,0,1,537,1.0628643586235074,1056010
182,2022-07-11,Monday,387,madam,40545,3430,0.0845973609569614,0,3,13,35,34,14,2,99,101,4.434343434343434,2,0,2,475,0.9863883325845417,2023575
183,2022-07-12,Tuesday,388,night,46910,3870,0.0824984011937753,1,8,27,27,17,13,7,93,100,3.967741935483871,0,0,1,431,1.213292090489164,130531484
184,2022-07-13,Wednesday,389,bland,46246,3727,0.0805907537949228,0,7,31,38,18,4,0,98,98,3.806122448979592,0,0,1,434,0.9546680507103312,1606490
185,2022-07-14,Thursday,390,liver,40549,3388,0.0835532318922784,0,4,16,26,25,20,8,91,99,4.450549450549451,0,0,2,548,1.141271088788327,12139363
186,2022-07-15,Friday,391,wedge,39234,3353,0.0854615894377325,0,2,11,32,37,17,2,99,101,4.565656565656566,1,0,2,496,0.965690375977141,3162851
187,2022-07-16,Saturday,392,roomy,38769,3280,0.0846036781964972,0,2,17,41,28,10,2,98,100,4.275510204081633,1,1,2,505,0.9343841390368481,574188
188,2022-07-17,Sunday,393,wacky,39611,3345,0.0844462396808967,0,3,18,39,27,10,2,97,99,4.237113402061856,0,1,1,350,0.9714819785063709,1861879
189,2022-07-18,Monday,394,flock,42574,3548,0.0833372480856861,0,4,22,37,27,9,1,99,100,4.151515151515151,0,0,1,380,0.9986216395929746,2585098
190,2022-07-19,Tuesday,395,angry,39667,3358,0.0846547508004134,0,5,27,38,21,7,1,98,99,3.979591836734694,0,1,1,481,0.9895328916245435,9267505
191,2022-07-20,Wednesday,396,trite,42237,3685,0.0872457797665553,0,4,14,22,22,23,15,85,100,4.541176470588235,1,0,2,668,1.1837422332334369,287494
192,2022-07-21,Thursday,397,aphid,39086,3367,0.0861433761449112,0,6,24,36,23,9,2,98,100,4.051020408163265,0,0,2,439,1.0436635725389343,295138
193,2022-07-22,Friday,398,tryst,43099,3665,0.085036775795262,0,3,26,41,23,6,1,99,100,4.03030303030303,1,1,0,530,0.9261034418143107,205722
194,2022-07-23,Saturday,399,midge,36769,3111,0.0846093176317006,0,2,18,39,28,10,2,97,99,4.268041237113402,0,0,2,439,0.947220175120426,308737
195,2022-07-24,Sunday,400,power,39813,3401,0.0854243588777535,2,6,19,29,24,15,4,95,99,4.178947368421053,0,0,2,534,1.222413035274438,226596368
196,2022-07-25,Monday,401,elope,39228,3339,0.0851177730192719,0,4,22,32,26,13,2,97,99,4.22680412371134,1,0,3,665,1.0697832388513688,74984
197,2022-07-26,Tuesday,402,cinch,39171,3507,0.0895305200275714,0,2,15,24,22,25,13,88,101,4.602272727272728,1,0,1,392,1.1335761265617514,427247
198,2022-07-27,Wednesday,403,motto,38384,3285,0.0855825343893288,0,1,11,36,36,14,1,98,99,4.520408163265306,2,0,2,572,0.9060971682445035,1894147
199,2022-07-28,Thursday,404,stomp,40650,3490,0.0858548585485854,0,7,26,32,21,11,2,97,99,4.030927835051546,0,0,1,459,1.1071800182131017,1168038
200,2022-07-29,Friday,405,upset,37791,3213,0.0850202429149797,0,5,30,38,20,6,1,99,100,3.919191919191919,0,0,2,518,0.9710638514387528,5544484
201,2022-07-30,Saturday,406,bluff,37353,3171,0.0848927796964099,0,2,14,42,31,10,1,99,100,4.333333333333333,1,0,1,269,0.9101004495564368,3906671
202,2022-07-31,Sunday,407,cramp,39250,3369,0.0858343949044586,1,8,26,33,19,10,2,97,99,3.938144329896907,0,0,1,473,1.1380434737922123,402123
203,2022-08-01,Monday,408,quart,36662,3303,0.0900932845998581,0,5,20,33,27,13,2,98,100,4.23469387755102,0,1,2,484,1.0766635956164679,2002127
204,2022-08-02,Tuesday,409,coyly,34909,3380,0.0968231688103354,0,0,4,17,28,35,15,84,99,5.119047619047619,1,2,1,428,0.891824800015621,52174
205,2022-08-03,Wednesday,410,youth,38381,3327,0.0866835152809984,1,5,17,31,29,15,3,98,101,4.295918367346939,0,1,2,448,1.1357743351013374,51426255
206,2022-08-04,Thursday,411,rhyme,37229,3336,0.0896075639958097,0,4,22,39,25,8,1,98,99,4.112244897959184,0,1,1,492,0.9781558352247218,1530733
207,2022-08-05,Friday,412,buggy,37350,3428,0.0917804551539491,0,1,9,29,34,22,5,95,100,4.705263157894737,1,1,1,252,0.9610705019379644,1955438
208,2022-08-06,Saturday,413,alien,38841,3395,0.0874076362606524,3,17,31,29,15,4,0,99,99,3.484848484848485,0,0,3,633,1.1491203167186994,10490554
209,2022-08-07,Sunday,414,smear,36223,3190,0.0880655936835712,0,2,16,39,29,12,2,98,100,4.336734693877551,0,0,2,608,0.9577170724369234,1289528
210,2022-08-08,Monday,415,unfit,35516,3187,0.0897342043022862,0,3,24,38,25,9,1,99,100,4.131313131313132,0,0,2,408,0.9810987928556023,814145
211,2022-08-09,Tuesday,416,patty,36223,3019,0.0833448361538249,0,2,16,39,29,12,1,98,99,4.336734693877551,1,1,1,532,0.9577170724369234,2339693
212,2022-08-10,Wednesday,417,cling,37654,3312,0.0879587825994582,0,4,20,34,27,13,2,98,100,4.255102040816326,0,0,1,416,1.0528021355062154,946281
213,2022-08-11,Thursday,418,glean,37301,3243,0.0869413688641055,0,6,23,37,24,8,1,98,99,4.051020408163265,0,0,2,584,1.0239225195854027,232952
214,2022-08-12,Friday,419,label,34198,3076,0.0899467805134803,0,4,18,32,29,15,2,98,100,4.336734693877551,1,0,2,589,1.0685091421019843,41359857
215,2022-08-13,Saturday,420,hunky,35276,3185,0.0902880145141172,0,1,11,33,25,22,7,92,99,4.608695652173913,0,1,1,308,1.0103434816193262,279599
216,2022-08-14,Sunday,421,khaki,31652,2968,0.0937697459876153,0,2,17,33,28,16,4,96,100,4.40625,1,0,2,395,1.0265042316035526,1481504
217,2022-08-15,Monday,422,poker,35376,3180,0.0898914518317503,0,4,17,30,27,17,5,95,100,4.378947368421053,0,0,2,539,1.0971633028038217,129054826
218,2022-08-16,Tuesday,423,gruel,35105,3087,0.0879361914257228,0,3,19,39,29,9,1,99,100,4.222222222222222,0,0,2,537,0.9593301067138397,82196
219,2022-08-17,Wednesday,424,twice,35815,3173,0.0885941644562334,1,6,28,38,21,6,1,100,101,3.9,0,0,2,509,1.02469507659596,19945569
220,2022-08-18,Thursday,425,twang,34938,3172,0.0907893983628141,0,3,22,43,25,7,1,100,101,4.11,0,0,1,450,0.9262289133902051,243118
221,2022-08-19,Friday,426,shrug,33965,2987,0.0879434712203739,0,4,23,36,26,10,1,99,100,4.151515151515151,0,0,1,398,1.018650685695249,720506
222,2022-08-20,Saturday,427,treat,38245,3249,0.0849522813439665,1,22,32,26,14,5,1,100,101,3.45,1,0,2,725,1.1521718621802912,19442315
223,2022-08-21,Sunday,428,waste,35617,3186,0.0894516663391077,1,7,19,27,24,17,5,95,100,4.231578947368421,0,0,2,581,1.2264851927266955,41089558
224,2022-08-22,Monday,429,merit,35888,3123,0.0870207311636201,0,7,33,37,17,5,0,99,99,3.797979797979798,0,0,2,594,0.9742108744387463,6450895
225,2022-08-23,Tuesday,430,woven,33549,2933,0.0874243643625741,0,2,13,32,32,17,3,96,99,4.510416666666667,0,0,2,451,0.9999457450559783,4248524
226,2022-08-24,Wednesday,431,needy,33700,2927,0.0868545994065281,0,2,21,41,26,9,1,99,100,4.191919191919192,1,1,2,557,0.9393396313181955,1636137
227,2022-08-25,Thursday,432,clown,36737,3175,0.0864251299779513,1,8,29,36,20,6,1,100,101,3.84,0,0,1,426,1.0556514576317317,3081501
228,2022-08-26,Friday,433,irony,34716,3046,0.0877405231017398,0,6,29,34,21,8,1,98,99,3.959183673469388,0,1,2,504,1.0392144535897154,2212193
229,2022-08-27,Saturday,434,ruder,31241,2784,0.0891136647354438,0,2,16,33,29,16,4,96,100,4.427083333333333,1,0,2,559,1.018012684787812,89666
230,2022-08-28,Sunday,435,gauze,30214,2866,0.0948566889521413,0,2,11,24,31,25,8,93,101,4.709677419354839,0,1,3,457,1.0532146914396456,556178
231,2022-08-29,Monday,436,chief,34281,3072,0.0896123216942329,1,6,32,38,18,5,0,100,100,3.81,0,0,2,452,0.9969453345093703,45699591
232,2022-08-30,Tuesday,437,onset,33660,3009,0.0893939393939394,0,4,29,40,21,6,1,100,101,3.96,0,0,2,609,0.947839648885823,3858839
233,2022-08-31,Wednesday,438,prize,35343,3166,0.0895792660498542,0,5,12,20,32,26,5,95,100,4.652631578947369,0,1,2,478,1.1586600341740643,16204739
234,2022-09-01,Thursday,439,fungi,31903,2928,0.0917782026768642,0,2,18,41,28,9,1,98,99,4.244897959183674,0,0,2,331,0.9264946500258096,2000715
235,2022-09-02,Friday,440,charm,35724,3149,0.0881480237375434,1,12,32,34,16,5,1,100,101,3.67,0,0,1,480,1.0682228231974826,10554644
236,2022-09-03,Saturday,441,gully,31191,2877,0.0922381456189285,0,1,9,27,31,25,7,93,100,4.752688172043011,1,1,1,394,0.9908822394415718,800734
237,2022-09-04,Sunday,442,inter,32018,2889,0.0902304953463676,0,6,25,36,23,8,1,98,99,4.020408163265306,0,0,2,624,1.0299553372200443,15269346
238,2022-09-05,Monday,443,whoop,32733,2970,0.0907341215287324,0,1,16,47,29,7,1,100,101,4.25,1,0,2,421,0.8411301920630361,331753
239,2022-09-06,Tuesday,444,taunt,32734,3022,0.0923199120180851,0,4,19,27,21,16,13,87,100,4.298850574712644,1,0,2,560,1.135781087543506,295148
240,2022-09-07,Wednesday,445,leery,30992,2873,0.0927013422818791,0,3,17,37,28,12,2,97,99,4.298969072164948,1,1,2,662,0.9965398741108925,168700
241,2022-09-08,Thursday,446,class,31962,3001,0.0938927476378199,0,4,21,32,22,13,7,92,99,4.206521739130435,1,0,1,508,1.07882830441038,191087771
242,2022-09-09,Friday,447,theme,32172,2909,0.090420241203531,0,8,29,40,18,4,0,99,99,3.808080808080808,1,0,2,612,0.9606055295328275,37219937
243,2022-09-10,Saturday,448,lofty,29237,2777,0.0949823853336525,0,4,19,34,27,13,3,97,100,4.268041237113402,0,1,1,461,1.050434018473069,1018661
244,2022-09-11,Sunday,449,tibia,27887,2675,0.0959228314268297,0,1,14,40,30,12,2,97,99,4.391752577319588,1,0,3,514,0.914451004599451,620778
245,2022-09-12,Monday,450,booze,29147,2883,0.0989124095104127,0,1,7,27,38,23,4,96,100,4.78125,1,1,3,477,0.9264979425233496,1178694
246,2022-09-13,Tuesday,451,alpha,29497,2706,0.0917381428619859,0,3,19,40,28,9,1,99,100,4.212121212121212,1,0,2,554,0.9563475053369395,27832836
247,2022-09-14,Wednesday,452,thyme,32142,2938,0.0914068819612967,1,5,24,41,23,5,0,99,99,3.95959595959596,0,1,1,489,0.9839026797483572,1007823
248,2022-09-15,Thursday,453,doubt,33344,3011,0.090301103646833,1,12,32,34,16,4,0,99,99,3.646464646464647,0,0,2,404,1.0474898453077504,20311261
249,2022-09-16,Friday,454,parer,37309,4130,0.1106971508215176,0,0,4,11,15,22,48,52,100,5.057692307692308,1,0,2,661,0.9690094374880094,38034
250,2022-09-17,Saturday,455,chute,33418,3073,0.091956430666108,0,11,37,36,12,3,0,99,99,3.585858585858586,0,0,2,510,0.942917254958785,834005
251,2022-09-18,Sunday,456,stick,33102,3038,0.0917769319074376,1,9,36,35,14,4,0,99,99,3.646464646464647,0,0,1,418,0.9981106526897475,22399126
252,2022-09-19,Monday,457,trice,35050,3430,0.0978601997146933,0,5,24,25,18,17,11,89,100,4.202247191011236,0,0,2,610,1.1915411159634548,354532
253,2022-09-20,Tuesday,458,alike,31277,2843,0.0908974645905937,0,6,20,33,27,12,2,98,100,4.1938775510204085,0,0,3,584,1.0847567513023568,6220739
254,2022-09-21,Wednesday,459,recap,31976,2900,0.0906930197648236,0,5,30,35,21,8,1,99,100,3.9696969696969697,0,0,2,600,1.0195517479551952,2861982
255,2022-09-22,Thursday,460,saint,34455,3119,0.0905238717167319,1,14,35,29,15,5,1,99,100,3.585858585858586,0,0,2,554,1.091843969040134,38929141
256,2022-09-23,Friday,461,glory,31509,2893,0.0918150369735631,0,6,30,39,19,5,0,99,99,3.868686868686869,0,1,1,482,0.9602868326383943,13158826
257,2022-09-24,Saturday,462,grate,32777,3077,0.0938768038563627,1,14,29,28,16,8,3,96,99,3.7083333333333335,0,0,2,648,1.1807189429420628,672155
258,2022-09-25,Sunday,463,admit,28994,2677,0.0923294474718907,0,10,25,34,22,8,1,99,100,3.9292929292929295,0,0,2,492,1.0940844172970507,8780656
259,2022-09-26,Monday,464,brisk,31706,2884,0.0909607014445215,0,5,23,38,24,7,1,97,98,4.051546391752577,0,0,1,380,0.9882936875222156,774000
260,2022-09-27,Tuesday,465,soggy,30985,2888,0.093206390188801,0,2,18,38,28,11,2,97,99,4.288659793814433,1,1,1,376,0.9628004994730344,331525
261,2022-09-28,Wednesday,466,usurp,31355,3007,0.0959017700526231,0,3,21,38,26,9,1,97,98,4.175257731958763,1,0,2,403,0.9739949541386955,171456
262,2022-09-29,Thursday,467,scald,30477,2829,0.0928240968599271,0,4,23,36,24,11,2,98,100,4.153061224489796,0,0,1,476,1.0336387165018355,101839
263,2022-09-30,Friday,468,scorn,31223,2859,0.0915671139864843,0,8,31,35,20,6,1,100,101,3.85,0,0,1,501,1.023474474522936,622924
264,2022-10-01,Saturday,469,leave,28202,2696,0.0955960570172328,0,4,16,34,31,12,1,97,98,4.319587628865979,1,0,3,655,1.0208788588187325,70957750
265,2022-10-02,Sunday,470,twine,30088,2775,0.0922294602499335,0,6,28,40,20,5,1,99,100,3.898989898989899,0,0,2,523,0.9586917590064381,415457
266,2022-10-03,Monday,471,sting,32288,2969,0.0919536669970267,1,10,30,33,18,8,2,100,102,3.81,0,0,1,448,1.1197767634667188,2773263
267,2022-10-04,Tuesday,472,bough,32014,3060,0.0955831823577185,0,3,17,35,28,13,3,96,99,4.322916666666667,0,0,2,342,1.0154513740477953,520067
268,2022-10-05,Wednesday,473,marxh,30935,2885,0.0932600614191045,0,9,30,35,19,6,1,99,100,3.828282828282828,0,1,1,418,1.0351441029864181,0
269,2022-10-06,Thursday,474,sloth,32522,2987,0.0918455199557222,1,10,38,34,13,3,0,99,99,3.575757575757576,0,0,1,523,0.9753622387533989,519428
270,2022-10-07,Friday,475,dandy,29026,2840,0.09784331289189,0,2,11,23,29,24,11,89,100,4.696629213483146,1,1,1,405,1.0642768751653588,1098188
271,2022-10-08,Saturday,476,vigor,26905,2642,0.0981973610853001,0,2,15,35,31,14,2,97,99,4.412371134020619,0,0,2,438,0.9818200784172475,977544
272,2022-10-09,Sunday,477,howdy,28408,2668,0.0939172064207265,0,2,13,32,32,17,4,96,100,4.510416666666667,0,1,1,340,0.9999457450559783,726642
273,2022-10-10,Monday,478,enjoy,26878,2654,0.0987424659572884,0,3,12,29,33,20,3,97,100,4.56701030927835,0,2,2,458,1.0444474343846548,50141455
274,2022-10-11,Tuesday,479,valid,28575,2752,0.0963079615048119,0,4,28,38,21,8,1,99,100,4.01010101010101,0,0,2,446,0.989795913000715,57094711
275,2022-10-12,Wednesday,480,ionic,29151,2947,0.1010943020822613,0,2,13,25,28,21,11,89,100,4.595505617977528,1,0,3,485,1.0675931254130069,1808092
276,2022-10-13,Thursday,481,equal,27197,2677,0.0984299738941795,0,5,23,35,25,11,2,99,101,4.141414141414141,0,1,3,517,1.0541893434868486,34832354
277,2022-10-14,Friday,482,floor,28906,2752,0.0952051477201965,0,3,23,44,24,6,0,100,100,4.07,1,0,2,537,0.9083501527494781,53759851
278,2022-10-15,Saturday,483,catch,30403,3123,0.1027201263033253,0,7,18,20,15,16,23,76,99,4.197368421052632,1,0,1,493,1.267194755543304,20400979
279,2022-10-16,Sunday,484,spade,30459,2854,0.0936997275025444,1,8,29,36,19,6,1,99,100,3.828282828282828,0,0,2,537,1.0544796604731628,1567565
280,2022-10-17,Monday,485,stein,31269,2965,0.0948223480124084,1,12,34,32,16,5,1,100,101,3.65,0,0,2,578,1.0712142642814275,3893544
281,2022-10-18,Tuesday,486,exist,28612,2805,0.0980357891793653,0,5,24,38,23,8,1,98,99,4.051020408163265,0,1,2,502,1.0037933052095471,25349128
282,2022-10-19,Wednesday,487,quirk,28322,2794,0.0986512251959607,0,3,23,39,24,9,2,98,100,4.13265306122449,0,1,2,334,0.9755977247051227,444069
283,2022-10-20,Thursday,488,denim,28741,2769,0.0963432030896628,0,5,29,40,20,5,0,99,99,3.909090909090909,0,0,2,472,0.9437825152968143,4737554
284,2022-10-21,Friday,489,grove,28637,2794,0.0975660858330132,0,4,18,30,28,17,3,97,100,4.371134020618556,0,0,2,519,1.0965699814907004,15189493
285,2022-10-22,Saturday,490,spiel,29084,2810,0.0966166964654105,0,7,32,36,19,6,1,100,101,3.85,0,0,2,538,1.0037429949942367,811922
286,2022-10-23,Sunday,491,mummy,29279,3021,0.1031797534068786,0,1,4,14,27,37,18,83,101,5.144578313253012,2,1,1,283,0.9459174181393022,1878933
287,2022-10-24,Monday,492,fault,28947,2768,0.0956230352022662,0,7,27,35,22,8,1,99,100,3.9696969696969697,0,0,2,492,1.0488526242349563,13112664
288,2022-10-25,Tuesday,493,foggy,28953,2817,0.0972956170345041,0,2,13,35,32,15,3,97,100,4.463917525773196,1,1,1,324,0.9745403957192967,704386
289,2022-10-26,Wednesday,494,flout,30063,2904,0.0965971459934138,0,6,28,37,21,7,1,99,100,3.949494949494949,0,0,2,466,1.008787024141123,72396
290,2022-10-27,Thursday,495,carry,27609,2615,0.0947154913252924,0,4,22,35,24,12,3,97,100,4.185567010309279,1,1,1,547,1.0486112259753742,33056477
291,2022-10-28,Friday,496,sneak,27905,2636,0.094463357821179,0,7,28,36,21,7,1,99,100,3.9292929292929295,0,0,2,542,1.0274271608041545,2280877
292,2022-10-29,Saturday,497,libel,25156,2536,0.100810939736047,0,3,15,32,32,16,2,98,100,4.438775510204081,1,0,2,532,1.0308142861163083,866830
293,2022-10-30,Sunday,498,waltz,24672,2496,0.1011673151750972,0,2,11,29,35,19,3,96,99,4.604166666666667,0,1,1,431,0.994559855190001,1723021
294,2022-10-31,Monday,499,aptly,26498,2572,0.0970639293531587,0,3,26,41,23,7,1,100,101,4.05,0,1,1,515,0.9420721840708386,598371
295,2022-11-02,Wednesday,501,inept,27670,2640,0.0954101915431875,0,6,30,39,20,6,1,101,102,3.900990099009901,0,0,2,554,0.9800479933191543,458533
296,2022-11-03,Thursday,502,aloud,29554,2819,0.0953847194965148,1,18,31,30,15,4,1,99,100,3.525252525252525,0,0,3,515,1.1041101755102796,3743858
297,2022-11-04,Friday,503,photo,27330,2565,0.0938529088913282,0,5,34,43,15,3,0,100,100,3.77,1,0,2,519,0.8701149349367588,227125249
298,2022-11-05,Saturday,504,dream,29743,2751,0.092492351141445,5,14,31,29,15,4,1,98,99,3.479591836734694,0,0,2,576,1.1800172243358482,33518573
299,2022-11-06,Sunday,505,stale,31068,3013,0.0969808162739796,2,19,30,27,15,6,2,99,101,3.525252525252525,0,0,2,662,1.1920903831864185,1065657
300,2022-11-07,Monday,506,begin,26096,2439,0.0934625996321275,0,6,26,36,23,7,1,98,99,3.989795918367347,0,0,2,445,1.0151394591956286,45434902
301,2022-11-08,Tuesday,507,spell,27213,2531,0.0930070187042957,0,4,24,37,24,9,1,98,99,4.1020408163265305,1,0,1,549,1.0049854899791943,8506049
302,2022-11-09,Wednesday,508,rainy,28984,2678,0.0923958045818382,1,16,38,31,11,3,1,100,101,3.44,0,1,2,530,1.0131140113531152,2469088
303,2022-11-10,Thursday,509,unite,27467,2575,0.0937488622710889,1,11,31,33,18,5,1,99,100,3.717171717171717,0,0,3,556,1.0734669975158235,2888724
304,2022-11-11,Friday,510,medal,25993,2438,0.0937944831300734,0,5,25,38,23,8,1,99,100,4.040404040404041,0,0,2,556,1.004225335081743,7747036
305,2022-11-12,Saturday,511,valet,24660,2356,0.0955393349553933,0,4,22,38,25,9,1,98,99,4.13265306122449,0,0,2,602,0.9962967665211129,2052690
306,2022-11-13,Sunday,512,inane,25085,2515,0.1002591189954155,0,8,25,30,21,13,3,97,100,4.061855670103093,1,0,3,606,1.1560190576470215,319343
307,2022-11-14,Monday,513,maple,26536,2467,0.0929680434127223,1,6,26,36,21,8,1,98,99,3.959183673469388,0,0,2,564,1.0682654961879512,9704551
308,2022-11-15,Tuesday,514,snarl,27475,2650,0.0964513193812556,0,5,21,31,24,15,4,96,100,4.239583333333333,0,0,1,568,1.115653691663422,184639
309,2022-11-16,Wednesday,515,baker,25576,2541,0.0993509540193931,0,5,16,23,24,22,10,90,100,4.466666666666667,0,0,2,533,1.1944315244779278,14862470
310,2022-11-17,Thursday,516,there,27465,2530,0.0921172401237939,0,14,35,33,14,4,0,100,100,3.59,1,0,2,689,1.020735029280371,701170205
311,2022-11-18,Friday,517,glyph,29208,2899,0.0992536291427006,0,2,23,49,20,5,1,99,100,4.03030303030303,0,1,0,349,0.8463175784102389,632257
312,2022-11-19,Saturday,518,avert,24749,2400,0.0969736150955594,0,7,26,35,22,9,1,99,100,4.0,0,0,2,622,1.063632046956621,767435
313,2022-11-20,Sunday,519,brave,24991,2396,0.0958745148253371,1,6,17,27,27,18,5,96,101,4.322916666666667,0,0,2,523,1.2032490015463226,5221356
314,2022-11-21,Monday,520,axiom,24288,2382,0.0980731225296442,0,5,19,33,27,13,3,97,100,4.247422680412371,0,1,3,450,1.074838063420896,1495473
315,2022-11-22,Tuesday,521,prime,27437,2534,0.0923570361191092,1,10,26,32,21,9,1,99,100,3.898989898989899,0,0,2,527,1.1502740077161018,38308402
316,2022-11-23,Wednesday,522,drive,26663,2451,0.0919251397067096,1,12,32,30,18,6,1,99,100,3.707070707070707,0,0,2,490,1.11239595134838,107799371
317,2022-11-24,Thursday,523,feast,27705,2725,0.0983576971665764,5,13,25,27,19,10,2,99,101,3.727272727272727,0,0,2,584,1.3243499020249794,4166016
318,2022-11-25,Friday,524,itchy,24197,2329,0.0962516014381948,0,8,28,40,18,5,1,99,100,3.8383838383838382,0,1,1,424,0.9817225708943687,1181967
319,2022-11-27,Sunday,526,happy,25206,2356,0.0934698087756883,0,6,28,39,19,6,1,98,99,3.9081632653061225,1,1,1,405,0.9802824946222426,63471922
320,2022-11-28,Monday,527,tepid,26051,2484,0.095351426048904,0,10,38,35,13,3,0,99,99,3.606060606060606,0,0,2,523,0.9408590725006074,220695
321,2022-11-29,Tuesday,528,undue,23739,2316,0.0975609756097561,0,3,19,35,29,13,2,99,101,4.303030303030303,1,0,3,444,1.0195517479551954,1377567
322,2022-12-01,Thursday,530,eject,22628,2200,0.0972246773908432,0,2,11,35,36,14,2,98,100,4.5,1,1,2,564,0.9394961741404219,935010
323,2022-12-02,Friday,531,chafe,24646,2343,0.0950661364927371,0,6,30,33,19,9,2,97,99,3.948453608247423,0,0,2,509,1.0587985217705376,118832
324,2022-12-03,Saturday,532,torso,23873,2260,0.094667616135383,0,4,35,36,17,6,1,98,99,3.857142857142857,1,0,2,606,0.9583148474999099,1769562
325,2022-12-04,Sunday,533,adore,25577,2398,0.0937561090041834,2,17,32,29,15,5,1,100,101,3.53,0,0,3,653,1.1441590798486023,1176240
326,2022-12-05,Monday,534,woken,23153,2200,0.0950200837904375,0,2,10,25,36,23,4,96,100,4.708333333333333,0,0,2,461,1.0095034532988099,364304
327,2022-12-06,Tuesday,535,amber,23509,2261,0.0961759326215491,0,6,22,33,24,12,3,97,100,4.144329896907217,0,0,2,552,1.0934640946183725,11065507
328,2022-12-07,Wednesday,536,joust,24899,2388,0.0959074661632997,0,6,29,34,21,8,2,98,100,3.959183673469388,0,1,2,411,1.0392144535897154,160309
329,2022-12-08,Thursday,537,infer,21199,1863,0.0878815038445209,0,3,19,33,26,14,3,95,98,4.3052631578947365,0,0,2,529,1.0470377684891121,1104540
330,2022-12-09,Friday,538,braid,23640,2165,0.0915820642978003,0,10,36,35,14,3,0,98,98,3.63265306122449,0,0,2,470,0.9517733727641648,981945
331,2022-12-10,Saturday,539,knock,21157,2041,0.0964692536749066,0,3,18,43,27,8,1,99,100,4.191919191919192,1,0,1,355,0.9285240561035474,5196013
332,2022-12-11,Sunday,540,naive,21947,2075,0.0945459516106985,1,7,24,32,24,11,1,99,100,4.05050505050505,0,0,3,547,1.1403856991841774,1848489
333,2022-12-12,Monday,541,apply,22873,2150,0.0939972893804922,0,5,28,38,22,7,1,100,101,3.98,1,1,1,448,0.9897474425326898,76341478
334,2022-12-13,Tuesday,542,spoke,24101,2224,0.0922783287000539,0,6,31,38,19,5,0,99,99,3.8585858585858586,0,0,2,493,0.9641042423426269,11577917
335,2022-12-14,Wednesday,543,usual,20824,2048,0.098348059930849,0,3,20,39,27,10,1,99,100,4.212121212121212,1,0,3,479,0.9772433634301273,17044981
336,2022-12-15,Thursday,544,rival,22176,2127,0.0959145021645021,0,7,27,35,22,8,1,99,100,3.9696969696969697,0,0,2,524,1.0488526242349563,4298220
337,2022-12-17,Saturday,546,chord,22336,2088,0.0934813753581661,0,7,39,38,13,3,0,100,100,3.66,0,0,1,453,0.8968834929911466,3123447
338,2022-12-18,Sunday,547,taper,22166,2108,0.0951006045294595,0,8,28,30,20,11,3,97,100,3.979381443298969,0,0,2,658,1.1304536215977568,1294069
339,2022-12-19,Monday,548,slate,26010,2422,0.093118031526336,6,14,33,27,13,5,1,98,99,3.4285714285714284,0,0,2,662,1.212183053462653,3813904
340,2022-12-20,Tuesday,549,third,24137,2261,0.0936736131250776,1,10,47,32,9,2,0,101,101,3.435643564356436,0,0,1,480,0.8946025345011104,95489240
341,2022-12-21,Wednesday,550,lunar,22180,2036,0.0917944093778178,0,5,32,40,17,4,0,98,98,3.826530612244898,0,0,2,546,0.9150165628486625,3611744
342,2022-12-22,Thursday,551,excel,20490,2034,0.0992679355783309,0,1,13,34,34,15,2,97,99,4.505154639175258,1,1,2,551,0.9429468104972473,14133468
343,2022-12-23,Friday,552,aorta,21937,2112,0.0962756985914208,0,7,26,35,20,10,3,98,101,4.0,1,0,3,704,1.07854777646725,641057
344,2022-12-24,Saturday,553,poise,20281,1911,0.09422612297224,2,11,34,32,15,6,1,100,101,3.65,0,0,3,558,1.107925990308017,339263
